Id,Title,Episodes,Year,Original channel,American company,Note,Technique,IMDb,Google users,wiki_title,wiki_short_description,wiki_summary,wiki_url,wiki_status
953,Mary Shelley's Frankenhole,20.0,2010-2012,Adult Swim,Williams Street,,Stop-Motion,7.1,66%,,,,,failed_429
954,Mary-Kate and Ashley in Action!,26.0,2001-2002,ABC,DIC Entertainment,,Traditional,3.9,88%,,,,,failed_429
955,Maryoku Yummy,26.0,2010,The Hub,American Greetings,,Flash,8.2,85%,,,,,failed_429
956,The Mask: Animated Series,54.0,1995-1997,CBS,Film Roman,,Traditional,6.9,92%,,,,,failed_429
957,Masters of the Universe: Revelation,10.0,2021,Netflix,Powerhouse Animation Studios,,Traditional,5.6,48%,,,,,failed_429
958,Matty's Funday Funnies,26.0,1959-1961,ABC,Harvey Films,,Traditional,7.4,68%,,,,,failed_429
959,Maxie's World,32.0,1987,Syndication,DIC Entertainment,,Traditional,6.7,90%,,,,,failed_429
960,The Maxx,13.0,1995,MTV,MTV Animation,,Traditional,8.3,85%,,,,,failed_429
961,Maya & Miguel,65.0,2004-2007,PBS Kids Go!,Scholastic Productions,,Traditional,5.9,86%,,,,,failed_429
962,McGee and Me!,12.0,1989-1995,Syndication,Tyndale Productions,,Traditional/Live-Action,7.0,92%,,,,,failed_429
963,Me & Mickey,67.0,2023-present,Disney Junior,Disney Television Animation,,CGI,5.5,68%,,,,,failed_429
964,Meatballs & Spaghetti,25.0,1982-1983,CBS,Marvel Productions,,Traditional,6.9,95%,,,,,failed_429
965,Mech Cadets,10.0,2023-present,Netflix,Polygon Pictures,,CGI,6.7,60%,,,,,failed_429
966,Megas XLR,26.0,2004-2005,Cartoon Network,Cartoon Network Studios,,Traditional,8.2,95%,,,,,failed_429
967,Megamind Rules!,8.0,2024,Peacock,DreamWorks Animation Television,,CGI,2.2,26%,,,,,failed_429
968,Mel-O-Toons,104.0,1959-1960,Syndication,United Artists Television,,Traditional,8.3,91%,,,,,failed_429
969,Men in Black: The Series,53.0,1997-2001,Kids' WB,Adelaide Productions,,Traditional,6.8,91%,,,,,failed_429
970,The Merrie Melodies Show,24.0,1972,Syndication,Warner Bros. Television,,Traditional,8.3,89%,,,,,failed_429
971,Merrie Melodies Starring Bugs Bunny & Friends,65.0,1990-1994,SyndicationFox Kids,Warner Bros. Animation,,Traditional,8.3,93%,,,,,failed_429
972,Metalocalypse,61.0,2006-2013,Adult Swim,Williams Street,,Flash,8.3,94%,,,,,failed_429
973,The Metric Marvels,7.0,1978-1979,NBC,,,Traditional,8.3,92%,,,,,failed_429
974,Mickey Mouse,96.0,2013-2019,Disney Channel,Disney Television Animation,,Flash,8.1,84%,,,,,failed_429
975,Mickey Mouse Clubhouse,125.0,2006-2016,Playhouse Disney (2006-11)Disney Junior (2011-16),Disney Television Animation,,CGI,5.8,79%,,,,,failed_429
976,Mickey Mouse Funhouse,52.0,2021-present,Disney Junior,Disney Television Animation,,CGI,5.5,68%,,,,,failed_429
977,Mickey Mouse Mixed-Up Adventures,174.0,2017-2021,Disney Junior,Disney Television Animation,,CGI,6.0,79%,,,,,failed_429
978,Mickey Mouse Works,96.0,1999-2000,ABC,Walt Disney Television Animation,,Traditional,7.1,95%,,,,,failed_429
979,Mickey's Mouse Tracks,77.0,1992-1995,The Disney Channel,Walt Disney Productions,,Traditional,8.1,90%,,,,,failed_429
980,Middle School Moguls,4.0,2019,Nickelodeon,Nickelodeon Animation Studio,,CGI,8.1,64%,,,,,failed_429
981,Middlemost Post,33.0,2021-2022,Nickelodeon,Nickelodeon Animation Studio,,Traditional,6.3,71%,,,,,failed_429
982,The Midnight Gospel,8.0,2020,Netflix,Netflix Animation,,Flash,8.2,93%,,,,,failed_429
983,Mighty Ducks: The Animated Series,26.0,1996-1997,ABC,Walt Disney Television Animation,,Traditional,6.4,86%,,,,,failed_429
984,The Mighty Heroes,21.0,1966-1967,CBS,Terrytoons,,Traditional,7.2,91%,,,,,failed_429
985,Mighty Magiswords,92.0,2016-2019,Cartoon Network,Cartoon Network Studios,,Flash,4.6,78%,,,,,failed_429
986,Mighty Man and Yukk,32.0,1980-1981,ABC,Ruby-Spears Enterprises,,Traditional,5.4,87%,,,,,failed_429
987,Mighty Mouse Playhouse,,1955-1967,CBS,Terrytoons,,Traditional,6.8,90%,,,,,failed_429
988,Mighty Mouse: The New Adventures,19.0,1987-1988,CBS,Bakshi Animation,,Traditional,7.0,92%,,,,,failed_429
989,The Mighty Ones,40.0,2020-2022,Hulu,DreamWorks Animation Television,,Flash,6.7,53%,,,,,failed_429
990,Mike Judge Presents: Tales from the Tour Bus,16.0,2017-2018,Cinemax,Judgemental FilmsZipper Bros Films,,Traditional/Live-Action,8.6,87%,,,,,failed_429
991,Mike Tyson Mysteries,70.0,2014-2020,Adult Swim,Warner Bros. AnimationWilliams Street,,Traditional,8.2,89%,,,,,failed_429
992,Miles from Tomorrowland,75.0,2015-2018,Disney Junior,Wild Canary Animation,,CGI,6.5,85%,,,,,failed_429
993,Milo Murphy's Law,40.0,2016-2019,Disney XD (season 1)Disney Channel (season 2),Disney Television Animation,,Traditional,7.6,84%,,,,,failed_429
994,Milton the Monster,26.0,1965-1968,ABC,Hal Seeger Productions,,Traditional,7.1,88%,,,,,failed_429
995,Mina and the Count,6.0,1995-1999,Nickelodeon,Frederator Studios,,Traditional,8.0,98%,,,,,failed_429
996,Minnie's Bow-Toons,89.0,"2011-2016, 2021-present",Disney Junior,Disney Television Animation,,CGI,5.6,79%,,,,,failed_429
997,Minoriteam,19.0,2006,Adult Swim,Williams Street,,Flash,4.4,79%,,,,,failed_429
998,"Mira, Royal Detective",54.0,2020-2022,Disney Junior,Wild Canary Animation,,CGI,7.4,76%,,,,,failed_429
999,The Misfortune of Being Ned,20.0,2013-2014,YouTube,YouTube Studio,,Flash,8.7,90%,,,,,failed_429
1000,Mission Hill,13.0,1999-2001,The WBAdult Swim,Castle Rock Entertainment,,Traditional,7.8,97%,,,,,failed_429
1001,Mister Magoo,130.0,1960-1962,Syndication,United Productions of America,,Traditional,6.4,88%,,,,,failed_429
1002,Mister T,30.0,1983-1985,NBC,Ruby-Spears Enterprises,,Traditional,5.8,82%,,,,,failed_429
1003,Misterjaw,34.0,1976-1977,NBC,DePatie-Freleng Enterprises,,Traditional,7.1,98%,,,,,failed_429
1004,Mixels,26.0,2014-2016,Cartoon Network,The Lego GroupCartoon Network Studios,,Traditional/Flash,3.7,87%,,,,,failed_429
1005,Moby Dick and Mighty Mightor,18.0,1967-1968,CBS,Hanna-Barbera,,Traditional,6.4,83%,,,,,failed_429
1006,Momma Named Me Sheriff,19.0,2019-2021,Adult Swim,Williams Street,,Flash,6.1,57%,,,,,failed_429
1007,Monchhichis,13.0,1983,ABC,Hanna-Barbera,,Traditional,6.5,76%,,,,,failed_429
1008,The Monchhichis/Little Rascals/Richie Rich Show,,1983-1984,ABC,Hanna-Barbera,,Traditional,6.0,95%,,,,,failed_429
1009,Mongo Wrestling Alliance,10.0,2011,Adult Swim,Mirari FilmsWilliams Street,,Flash,3.8,67%,,,,,failed_429
1010,Monsters at Work,10.0,2021-present,Disney+,Disney Television Animation,,CGI,7.0,72%,,,,,failed_429
1011,Monsters vs. Aliens,26.0,2013-2014,Nickelodeon,DreamWorks AnimationNickelodeon Animation Studio,,CGI,6.4,71%,,,,,failed_429
1012,Monster Farm,13.0,1998-1999,Fox Family,Saban Entertainment,,Traditional,6.2,65%,,,,,failed_429
1013,Monster High,14.0,2022-present,Nickelodeon,Nickelodeon Animation Studio,,CGI,5.1,47%,,,,,failed_429
1014,Monster High (web series),175.0,2010-2018,YouTube,Mattel Television,,Flash,7.6,82%,,,,,failed_429
1015,MoonDreamers,16.0,1986-1987,Syndication,Sunbow Productions,,Traditional,7.8,94%,,,,,failed_429
1016,Moon Girl and Devil Dinosaur,16.0,2023-present,Disney Channel,Marvel Animation,,Traditional,7.7,66%,,,,,failed_429
1017,Moral Orel,40.0,2005-2008,Adult Swim,ShadowMachineWilliams Street,,Stop-Motion,8.1,92%,,,,,failed_429
1018,Mork & Mindy/Laverne & Shirley/Fonz Hour,27.0,1982-1983,ABC,Hanna-Barbera,,Traditional,6.2,84%,,,,,failed_429
1019,Mortal Kombat: Defenders of the Realm,13.0,1996,USA Network,Film Roman,,Traditional,5.8,92%,,,,,failed_429
1020,The Most Popular Girls in School,82.0,2012-2017,YouTube,Extra Credit Studios,,Stop-Motion,8.8,95%,,,,,failed_429
1021,Mother Goose and Grimm,26.0,1991-1992,CBS,Film Roman,,Traditional,8.2,92%,,,,,failed_429
1022,Motorcity,20.0,2012-2013,Disney XD,Disney Television Animation,,Flash,7.2,86%,,,,,failed_429
1023,The Mouse and the Monster,13.0,1996-1997,UPN,Saban Entertainment,,Traditional,6.5,49%,,,,,failed_429
1024,The Mouse Factory,43.0,1972-1973,Syndication,Walt Disney Productions,,Traditional,8.4,97%,,,,,failed_429
1025,The Moxy Show,24.0,1993-1995,Cartoon Network,Hanna-Barbera,,CGI,7.0,82%,,,,,failed_429
1026,Mr. Bogus,43.0,1991-1993,Syndication,Zodiac Entertainment,,Traditional,7.4,85%,,,,,failed_429
1027,The Mr. Peabody & Sherman Show,52.0,2015-2017,Netflix,DreamWorks Animation Television,,Flash,8.2,63%,,,,,failed_429
1028,Mr. Pickles,32.0,2014-2019,Adult Swim,Williams Street,,Flash,7.3,87%,,,,,failed_429
1029,¡Mucha Lucha!,52.0,2002-2005,Kids' WB,Warner Bros. Animation,,Flash,5.8,89%,,,,,failed_429
1030,Mulligan,10.0,2023-present,Netflix,Bento Box Entertainment,,Flash,4.9,54%,,,,,failed_429
1031,The Mumbly Cartoon Show,16.0,1976-1977,ABC,Hanna-Barbera,,Traditional,6.9,86%,,,,,failed_429
1032,The Mummy,26.0,2001-2003,Kids' WB,Universal Cartoon Studios,,Traditional,6.2,79%,,,,,failed_429
1033,Muppet Babies (1984),107.0,1984-1991,CBS,Henson Associates,,Traditional,7.5,88%,,,,,failed_429
1034,Muppet Babies (2018),71.0,2018-2022,Disney Junior,The Muppets Studio,,CGI,6.6,78%,,,,,failed_429
1035,Mutant League,40.0,1994-1996,Syndication,Claster Television,,Traditional,7.5,96%,,,,,failed_429
1036,My Adventures with Superman,6.0,2023-present,Adult Swim,DC Studios,,Traditional,7.7,83%,,,,,failed_429
1037,My Dad the Bounty Hunter,10.0,2023-present,Netflix,Netflix Animation,,CGI,7.2,73%,,,,,failed_429
1038,My Friends Tigger & Pooh,63.0,2007-2010,Playhouse Disney,Walt Disney Television Animation,,CGI,5.4,80%,,,,,failed_429
1039,My Gym Partner's a Monkey,100.0,2005-2008,Cartoon Network,Cartoon Network Studios,,Traditional,5.8,85%,,,,,failed_429
1040,My Little Pony,65.0,1986-1987,Syndication,Sunbow Productions,,Traditional,7.7,88%,,,,,failed_429
1041,My Little Pony Tales,26.0,1992,The Disney Channel,Sunbow Productions,,Traditional,6.4,76%,,,,,failed_429
1042,M.A.S.K.,75.0,1985-1986,Syndication,DIC Entertainment,French co-production,Traditional,7.3,89%,,,,,failed_429
1043,Mack & Moxy,12.0,2016,PBS Kids,Georgia Public Broadcasting,Canadian co-production,CGI,7.7,75%,,,,,failed_429
1044,Madeline,59.0,1993-2001,Fox FamilyABCDisney Channel,DIC Entertainment,Canadian-French co-production,Traditional,6.7,96%,,,,,failed_429
1045,The Magic School Bus,52.0,1994-1997,PTV,Scholastic Productions,Canadian co-production,Traditional,7.8,90%,,,,,failed_429
1046,The Magic School Bus Rides Again,30.0,2017-2021,Netflix,Scholastic Productions,Canadian co-production,Flash,6.4,55%,,,,,failed_429
1047,Make Way for Noddy,100.0,2002-2006,PBS Kids,SD Entertainment,British co-production,CGI,5.7,92%,,,,,failed_429
1048,Mama Mirabelle's Home Movies,26.0,2007-2008,PBS Kids,National Geographic Society,British co-production,Flash,7.1,83%,,,,,failed_429
1049,The Many Adventures of Mr. Millman,20.0,2006,PBS Kids Sprout,OddBot Inc.,British co-production,Flash/Live action,6.2,74%,,,,,failed_429
1050,Martha Speaks,96.0,2008-2014,PBS Kids,WGBH,Canadian co-production,Flash,6.6,92%,,,,,failed_429
1051,Marvel Super Hero Adventures,40.0,2017-2020,Disney Junior,Marvel Animation,Canadian co-production,Flash,5.7,51%,,,,,failed_429
1052,Max Steel (2000),35.0,2000-2002,Kids' WB,Mattel Television,Canadian co-production,Traditional,6.1,91%,,,,,failed_429
1053,Max Steel (2013),52.0,2013-2014,Disney XD,Mattel Television,Canadian co-production. Season 2 aired on Netflix.,CGI,6.6,85%,,,,,failed_429
1054,Maya and the Three,9.0,2021,Netflix,Netflix Animation,Mexican co-production,CGI,8.1,76%,,,,,failed_429
1055,Mecha Builders,26.0,2022-present,Cartoonito,Sesame Workshop,Canadian co-production,CGI,7.8,66%,,,,,failed_429
1056,Mega Babies,26.0,1999-2000,Fox Family,Sony Wonder Television,Canadian co-production,Traditional,2.6,33%,,,,,failed_429
1057,Mega Man,27.0,1994-1996,Syndication,Ruby-Spears Enterprises,Canadian-Japanese co-production,Traditional,6.6,91%,,,,,failed_429
1058,Mega Man: Fully Charged,52.0,2018-2019,Cartoon Network,Dentsu Entertainment USA,Canadian-Japanese co-production,CGI,4.1,58%,,,,,failed_429
1059,Midnight Patrol: Adventures in the Dream Zone,13.0,1990,Syndication,Hanna-Barbera,British co-production,Traditional,8.0,94%,,,,,failed_429
1060,The Mighty B!,40.0,2008-2011,Nickelodeon,Paper Kite ProductionsNickelodeon Animation Studio,The last 13 episodes aired on Nicktoons.,Traditional,5.3,80%,,,,,failed_429
1061,The Mighty Hercules,128.0,1963-1966,Syndication,Adventure Cartoon Productions,Canadian co-production,Traditional,6.6,90%,,,,,failed_429
1062,Mighty Orbots,13.0,1984,ABC,MGM Television,Japanese co-production,Traditional,7.5,95%,,,,,failed_429
1063,"Mike, Lu & Og",26.0,1999-2000,Cartoon Network,Kinofilm,Russian co-production,Traditional,6.2,86%,,,,,failed_429
1064,Molly of Denali,64.0,2019-present,PBS Kids,WGBH,Canadian co-production,Traditional,8.8,78%,,,,,failed_429
1065,Monster Force,13.0,1994,Syndication,Universal Cartoon Studios,Canadian co-production,Traditional,7.3,88%,,,,,failed_429
1066,Monsuno,65.0,2012-2014,Nicktoons,Topps Animation,Japanese co-production,Traditional,4.9,92%,,,,,failed_429
1067,Moonbeam City,10.0,2015,Comedy Central,"Titmouse, Inc.",Canadian co-production,Flash,6.9,85%,,,,,failed_429
1068,Mother Up!,13.0,2013-2014,Hulu,Broadway Video,Canadian co-production,Flash,5.4,60%,,,,,failed_429
1069,Motown Magic,51.0,2018-2019,Netflix,PolyGram Entertainment,Australian co-production,CGI,8.1,82%,,,,,failed_429
1070,The Mr. Men Show (1997),39.0,1997-1999,Syndication,Breakthrough Entertainment,Canadian co-production,Traditional/Live-Action,7.6,79%,,,,,failed_429
1071,The Mr. Men Show (2008),52.0,2008-2009,Cartoon Network,Renegade Animation,British co-production,Flash,7.1,93%,,,,,failed_429
1072,Mummies Alive!,42.0,1997,Syndication,DIC Entertainment,Canadian co-production,Traditional,7.0,86%,,,,,failed_429
1073,My Life as a Teenage Robot,40.0,2003-2009,Nickelodeon,Frederator StudiosNickelodeon Animation Studio,Season 3 aired on Nicktoons Network.,Traditional,7.0,94%,,,,,failed_429
1074,My Little Pony: Equestria Girls,70.0,2017-2020,YouTube,Hasbro Studios,Canadian co-production,Flash,5.2,89%,,,,,failed_429
1075,My Little Pony: Equestria Girls - Summertime Shorts,16.0,2017,Discovery Family,Hasbro Studios,Irish co-production,Flash,7.9,95%,,,,,failed_429
1076,My Little Pony: Friendship Is Magic,222.0,2010-2019,The Hub Network / Discovery Family,Hasbro Studios,Canadian co-production,Flash,7.7,88%,,,,,failed_429
1077,My Little Pony: Make Your Mark,17.0,2022-present,Netflix,Hasbro Studios,Canadian co-production,CGI,5.8,57%,,,,,failed_429
1078,My Little Pony: Pony Life,40.0,2020-2021,Discovery Family,Hasbro Studios,Irish co-production,Flash,5.1,82%,,,,,failed_429
1079,My Pet Monster,13.0,1987,ABC,Nelvana,Canadian co-production,Traditional,6.8,79%,,,,,failed_429
1080,Mysticons,40.0,2017-2018,NickelodeonNicktoons,Topps Animation,Canadian co-production,Flash,5.3,84%,,,,,failed_429
1081,Nacho Bear,7.0,2008,Cartoon Network,Cartoon Network Studios,,Flash,7.4,72%,,,,,failed_429
1083,NASCAR Racers,26.0,1999-2001,Fox Kids,Saban Entertainment,Canadian co-production,Traditional,6.2,94%,,,,,failed_429
1084,Nature Cat,93.0,2015-2024,PBS Kids,Spiffy PicturesWTTW,Canadian co-production,Flash,7.3,77%,,,,,failed_429
1085,Neighbors from Hell,10.0,2010,TBS,DreamWorks Animation Television,,Flash,5.8,76%,,,,,failed_429
1086,Nella the Princess Knight,68.0,2017-2021,Nickelodeon,Nickelodeon Animation Studio,,Flash,5.0,77%,,,,,failed_429
1087,Neo Yokio,20.0,2017-2019,Netflix,Friends Night,Japanese co-production,Traditional,6.0,71%,,,,,failed_429
1088,The New 3 Stooges,156.0,1965-1966,Syndication,Cambria Productions,,Traditional,7.0,87%,,,,,failed_429
1089,The New Adventures of Batman,16.0,1977,CBS,FilmationDC Comics,,Traditional,8.4,96%,,,,,failed_429
1090,The New Adventures of Beany and Cecil,13.0,1988,ABC,DIC Entertainment,,Traditional,6.6,72%,,,,,failed_429
1091,The New Adventures of Flash Gordon,32.0,1979-1982,NBC,Filmation,,Traditional,6.9,78%,,,,,failed_429
1092,The New Adventures of Gilligan,24.0,1974-1975,ABC,Filmation,,Traditional,6.5,81%,,,,,failed_429
1093,The New Adventures of He-Man,65.0,1990,Syndication,Mattel Television,Canadian co-production,Traditional,5.3,73%,,,,,failed_429
1094,The New Adventures of Huckleberry Finn,20.0,1968-1969,NBC,Hanna-Barbera,,Traditional/Live-action,7.3,95%,,,,,failed_429
1095,The New Adventures of Jonny Quest,13.0,1986-1987,Syndication,Hanna-Barbera,,Traditional,7.2,94%,,,,,failed_429
1096,The New Adventures of the Lone Ranger,28.0,1980-1982,CBS,Filmation,,Traditional,7.3,90%,,,,,failed_429
1097,The New Adventures of Mighty Mouse and Heckle & Jeckle,96.0,1979-1980,CBS,Filmation,,Traditional,6.6,89%,,,,,failed_429
1098,The New Adventures of Pinocchio,130.0,1961,Syndication,Videocraft Productions,,Stop-Motion,5.0,69%,,,,,failed_429
1099,The New Adventures of Speed Racer,13.0,1993,Syndication,Fred Wolf Films,,Traditional,6.2,86%,,,,,failed_429
1100,The New Adventures of Superman,68.0,1966-1970,CBS,FilmationDC Comics,,Traditional,7.1,75%,,,,,failed_429
1101,The New Adventures of Winnie the Pooh,50.0,1988-1991,The Disney Channel,Walt Disney Television Animation,,Traditional,7.5,87%,,,,,failed_429
1102,The New Adventures of Zorro (1981),13.0,1981,CBS,Filmation,,Traditional,7.0,85%,,,,,failed_429
1103,The New Adventures of Zorro (1997),26.0,1997-1998,Syndication,Fred Wolf Films,,Traditional,6.5,92%,,,,,failed_429
1104,The New Archie and Sabrina Hour,13.0,1977,NBC,Filmation,,Traditional,7.3,92%,,,,,failed_429
1105,The New Archies,13.0,1987,NBC,DIC Entertainment,,Traditional,6.1,71%,,,,,failed_429
1106,The New Batman Adventures,24.0,1997-1998,Kids' WB,Warner Bros. Animation,,Traditional,8.4,96%,,,,,failed_429
1107,The New Batman/Superman Adventures,,1997-2000,Kids' WB,Warner Bros. AnimationDC Comics,,Traditional,8.4,89%,,,,,failed_429
1108,The New Casper Cartoon Show,26.0,1963-1964,ABC,Paramount Cartoon Studios,,Traditional,6.7,94%,,,,,failed_429
1109,The New Fantastic Four,13.0,1978,NBC,DePatie-Freleng Enterprises,,Traditional,5.9,70%,,,,,failed_429
1110,The New Fred and Barney Show,17.0,1979,NBC,Hanna-Barbera,,Traditional,7.1,83%,,,,,failed_429
1111,New Kids on the Block,15.0,1990,ABC,DIC Entertainment,,Traditional,4.4,91%,,,,,failed_429
1112,New Looney Tunes,156.0,2015-2020,Cartoon NetworkBoomerang,Warner Bros. Animation,,Traditional,5.8,79%,,,,,failed_429
1113,The New Scooby-Doo Movies,24.0,1972-1973,CBS,Hanna-Barbera,,Traditional,7.6,82%,,,,,failed_429
1114,The New Scooby Doo Mysteries,26.0,1983-1984,ABC,Hanna-Barbera,,Traditional,7.2,87%,,,,,failed_429
1115,The New Shmoo,16.0,1979-1980,NBC,Hanna-Barbera,,Traditional,6.9,87%,,,,,failed_429
1116,The New Woody Woodpecker Show,157.0,1999-2003,Fox Kids,Universal Cartoon Studios,,Traditional,6.5,83%,,,,,failed_429
1117,The New Yogi Bear Show,45.0,1988,Syndication,Hanna-Barbera,,Traditional,6.5,87%,,,,,failed_429
1118,NFL Rush Zone,60.0,2010-2014,Nicktoons,NFL Films,,Traditional,6.3,37%,,,,,failed_429
1119,"Ni Hao, Kai-Lan",42.0,2008-2011,Nickelodeon,Nickelodeon Animation Studio,,Traditional,5.3,90%,,,,,failed_429
1120,Nicktoons Film Festival,114.0,2004-2009,Nicktoons Network,Frederator Studios,,Traditional/Flash/CGI/Stop-Motion,8.9,97%,,,,,failed_429
1121,Nightmare Ned,25.0,1997,ABC,Walt Disney Television Animation,,Traditional,7.1,32%,,,,,failed_429
1122,Niko and the Sword of Light,40.0,2017-2019,Amazon Prime Video,Amazon Studios,,Flash,7.6,47%,,,,,failed_429
1123,Nina Needs to Go!,20.0,2014-2015,Disney Junior,Disney Television Animation,British co-production,Flash,3.7,71%,,,,,failed_429
1124,Nina's Little Fables,24.0,2010-2013,PBS Kids Sprout,Spacetoonz,,Flash,7.8,93%,,,,,failed_429
1125,Nina's World,52.0,2015-2018,Sprout / Universal Kids,Sprout Originals,Canadian co-production,Flash,6.5,61%,,,,,failed_429
1126,Noddy,65.0,1998-1999,PBS Kids,BBC Worldwide,Canadian co-production,Stop-Motion,5.6,90%,,,,,failed_429
1127,"Noddy, Toyland Detective",104.0,2016-2020,Sprout / Universal Kids,DreamWorks Animation Television,British-French co-production,CGI,5.9,66%,,,,,failed_429
1128,Nomad of Nowhere,12.0,2018,Rooster Teeth,Otter Media,,Traditional,7.4,42%,,,,,failed_429
1129,Norman Picklestripes,23.0,2019-2021,Universal Kids,Factory,British-Canadian co-production,Stop-Motion,7.4,49%,,,,,failed_429
1130,The Notekins,36.0,2008,BabyFirstTV,,,Flash,4.2,64%,,,,,failed_429
1131,Not Quite Narwhal,27.0,2023-present,Netflix,DreamWorks Animation Television,,CGI,7.2,44%,,,,,failed_429
1132,The Nutshack,16.0,2007-2009,Myx,ABS-CBN International,Filipino co-production,Flash,2.2,35%,,,,,failed_429
1133,The Nutty Squirrels Present,145.0,1960,Syndication,Transfilm-Wylde Animation,,Traditional,5.8,42%,,,,,failed_429
1134,O'Grady,19.0,2004-2006,The N,Soup2Nuts,,Flash,8.4,75%,,,,,failed_429
1135,The Oblongs,13.0,2001-2002,The WB,Mohawk Productions,,Traditional,7.1,91%,,,,,failed_429
1136,Oddballs,20.0,2022-2023,Netflix,Netflix Animation,Canadian co-production,Traditional,6.3,76%,,,,,failed_429
1137,The Oddball Couple,16.0,1975,ABC,DePatie-Freleng Enterprises,,Traditional,7.0,87%,,,,,failed_429
1138,Off to See the Wizard,26.0,1967-1968,ABC,MGM Animation/Visual Arts,,Traditional,7.0,78%,,,,,failed_429
1139,Off the Air,46.0,2011-present,Adult Swim,Williams Street,,CGI/Flash,8.5,79%,,,,,failed_429
1140,Office Ladies: The Animated Series,10.0,2021,Comedy Central,Cartuna,,Flash,9.1,96%,,,,,failed_429
1141,The Off-Beats,14.0,1996-1998,Nickelodeon,Nickelodeon Animation Studio,Segment on KaBlam!.,Traditional,7.6,94%,,,,,failed_429
1142,Oh Yeah! Cartoons,102.0,1998-2001,Nickelodeon,Frederator Studios,,Traditional,7.4,72%,,,,,failed_429
1143,Ookii's World,15.0,2014,BabyFirstTV,,,Flash,4.2,52%,,,,,failed_429
1144,Olivia,40.0,2009-2015,Nick Jr.,Brown Bag Films,British co-production,CGI,5.8,84%,,,,,failed_429
1145,OK K.O.! Let's Be Heroes,112.0,2017-2019,Cartoon Network,Cartoon Network Studios,,Traditional,6.8,88%,,,,,failed_429
1146,Olaf Presents,5.0,2021,Disney+,Walt Disney Animation Studios,,CGI,7.3,74%,,,,,failed_429
1147,The Ollie & Moon Show,52.0,2017-present,Universal Kids,Cottonwood Media,Canadian-French co-production,Flash,8.6,75%,,,,,failed_429
1148,Ollie & Scoops,10.0,2019-present,YouTube,"Nico Animation, LLC",,Flash,7.1,95%,,,,,failed_429
1149,Oni: Thunder God's Tale,9.0,2022,Netflix,Netflix Animation,Japanese co-production,CGI,8.1,49%,,,,,failed_429
1150,Open Season: Call of Nature,52.0,2023-present,Disney Channel,Sony Pictures Animation,Canadian co-production,Flash,9.0,96%,,,,,failed_429
1151,The Osmonds,17.0,1972,ABC,Rankin/Bass Productions,,Traditional,6.1,92%,,,,,failed_429
1152,Oswald,52.0,2001-2003,Nickelodeon,Nickelodeon Animation Studio,British co-production,Traditional,7.6,94%,,,,,failed_429
1153,Our Cartoon President,46.0,2018-2020,Showtime,CBS Eye Animation Productions,,Flash,5.5,72%,,,,,failed_429
1154,Out of Jimmy's Head,20.0,2007-2008,Cartoon Network,Cartoon Network Studios,,Flash/Live-action,2.3,54%,,,,,failed_429
1155,Out There,10.0,2013,IFC,Quincy Productions,,Flash,6.5,78%,,,,,failed_429
1156,Outer Space Astronauts,5.0,2009,Syfy,Russell Barrett Productions,,CGI/Live-action,4.7,94%,,,,,failed_429
1157,Over the Garden Wall,10.0,2014,Cartoon Network,Cartoon Network Studios,,Traditional,8.8,96%,,,,,failed_429
1158,The Owl House,43.0,2020-2023,Disney Channel,Disney Television Animation,,Traditional,8.5,92%,,,,,failed_429
1159,Ozzy & Drix,26.0,2002-2004,Kids' WB,Warner Bros. Animation,,Traditional,6.9,93%,,,,,failed_429
1160,The Oz Kids,9.0,1996-1997,Direct-to-video,Hyperion Animation,,Traditional,7.8,86%,,,,,failed_429
1162,The Pac-Man/Little Rascals/Richie Rich Show,,1982-1983,ABC,Hanna-Barbera,,Traditional,5.7,87%,,,,,failed_429
1163,Pandamonium,13.0,1982,CBS,Marvel Productions,,Traditional,6.3,90%,,,,,failed_429
1164,Pantheon,8.0,2022,AMC+,"Titmouse, Inc.",,Traditional,8.3,79%,,,,,failed_429
1165,Paradise PD,40.0,2018-2022,Netflix,Damn! Show Productions,,Traditional,6.8,84%,,,,,failed_429
1166,Paranormal Action Squad,8.0,2016,YouTube Premium,Pickaxe Productions,,Flash,5.7,64%,,,,,failed_429
1167,Partridge Family 2200 A.D.,16.0,1974,CBS,Hanna-Barbera,,Traditional,5.5,71%,,,,,failed_429
1168,Party Legends,14.0,2016-2017,Viceland,Field Recordings,,Flash,7.1,66%,,,,,failed_429
1169,The Patrick Star Show,45.0,2021-present,Nickelodeon,"United Plankton Pictures
Nickelodeon Animation Studio",,Traditional,3.5,60%,,,,,failed_429
1170,Paw Paws,21.0,1985-1986,Syndication,Hanna-Barbera,,Traditional,6.8,93%,,,,,failed_429
1171,PB&J Otter,65.0,1998-2000,Playhouse Disney,Jumbo PicturesWalt Disney Television Animation,,Traditional,6.9,82%,,,,,failed_429
1172,The Pebbles and Bamm-Bamm Show,16.0,1971-1972,CBS,Hanna-Barbera,,Traditional,5.6,82%,,,,,failed_429
1173,Penn Zero: Part-Time Hero,35.0,2014-2017,Disney XD,Disney Television Animation,,Flash,7.0,81%,,,,,failed_429
1174,Pepper Ann,113.0,1997-2000,ABC,Walt Disney Television Animation,,Traditional,7.1,94%,,,,,failed_429
1175,Perfect Hair Forever,9.0,"2004-2007, 2014",Adult Swim,Williams Street,,Traditional,6.7,56%,,,,,failed_429
